can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,pos,team_name,price
True,True,,,616077,0,0,0,0,0,0,3,2.0,,0,Max,0.0,20,False,,,55,616077.jpg,2.7,False,Dowman,0.2,False,,a,1,3,16,0,0,0,0,0.0,2.9,Dowman,,,,,False,p616077,152,1,1,1,1,0,0,0,0,0,0,0,51,45.2,55.5,65.0,16.6,0,0,0,0,1,1.19,0.3,1.49,0.88,,,,,,,[],,338,154,279,153,264,140,318,152,0.7,0.0,0.18,0.88,0.52,0.59,210,131,447,174,212,83,382,143,0.59,0.59,0.0,MID,ARS,5.5
True,True,,,499175,0,0,0,0,0,0,3,2.0,,0,Ethan,0.0,22,False,,,55,499175.jpg,1.3,False,Nwaneri,0.0,False,,a,1,3,8,0,0,0,0,0.0,1.5,Nwaneri,,,,,False,p499175,165,0,0,1,0,0,0,0,0,0,0,0,20,8.6,22.5,24.0,5.4,0,0,0,0,0,0.23,0.08,0.31,0.73,,,,,,,[],,372,171,321,165,306,158,356,166,0.13,0.0,0.04,0.17,0.4,0.0,189,117,426,160,347,159,528,225,0.0,0.55,0.0,MID,ARS,5.5
True,True,,,438098,0,0,0,0,0,0,3,2.0,,0,Fábio,0.0,23,False,,,55,438098.jpg,0.0,False,Ferreira Vieira,0.0,False,,a,1,3,0,0,0,0,0,0.0,0.0,Fábio Vieira,,,,,False,p438098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,542,234,542,234,541,234,542,234,0.0,0.0,0.0,0.0,0.0,0.0,158,99,395,142,542,234,538,232,0.0,0.0,0.0,MID,ARS,5.5
True,True,,,200641,0,0,0,0,0,0,3,2.0,,0,Reiss,0.0,24,False,,,55,200641.jpg,1.3,False,Nelson,0.0,False,,a,1,3,13,0,0,0,0,0.0,2.4,Nelson,,,,,False,p200641,118,0,1,0,2,0,0,0,0,0,0,0,39,42.6,32.6,29.0,10.0,0,0,0,0,0,0.71,0.11,0.82,3.02,,,,,,,[],,340,156,306,161,301,156,337,157,0.54,0.0,0.08,0.62,2.3,1.53,129,81,366,124,345,157,537,231,0.0,0.0,0.0,MID,ARS,5.5
True,True,,,224117,0,0,0,0,0,0,4,2.3,,0,Viktor,0.0,25,False,,,75,224117.jpg,3.6,False,Gyökeres,13.0,False,,a,1,3,128,0,0,0,0,0.0,17.1,Gyökeres,,,,,False,p224117,2217,14,1,12,14,0,0,0,5,0,0,16,474,539.6,271.7,772.0,157.5,0,0,0,0,26,12.26,1.94,14.19,17.81,,,,,2.0,,[],,99,9,133,11,19,11,46,8,0.5,0.0,0.08,0.58,0.72,0.57,15,6,539,62,97,10,27,6,1.06,0.49,0.0,FWD,ARS,7.5
True,True,,,219847,0,0,0,0,0,0,4,2.3,,0,Kai,0.0,26,False,,,75,219847.jpg,3.0,False,Havertz,3.4,False,,a,1,3,36,0,0,0,0,0.0,4.8,Havertz,,,,,False,p219847,577,2,3,4,4,0,0,0,1,0,0,3,143,152.6,134.6,210.0,49.9,0,0,0,0,7,3.31,0.64,3.95,6.68,,,,,,,[],,274,27,211,23,145,32,245,27,0.52,0.0,0.1,0.62,1.04,0.62,14,5,538,61,177,17,78,11,1.09,0.62,0.0,FWD,ARS,7.5
True,True,,,205651,0,0,0,0,0,0,4,2.0,,0,Gabriel,0.0,27,False,,,60,205651.jpg,1.7,False,Fernando de Jesus,0.4,False,,a,1,3,24,0,0,0,0,0.0,4.0,G.Jesus,,,,,False,p205651,418,3,0,1,6,0,0,0,3,0,0,0,92,141.8,54.3,281.0,47.5,0,0,0,0,3,2.71,0.26,2.97,3.97,,,,,,,[],,280,30,281,33,107,27,252,30,0.58,0.0,0.06,0.64,0.85,1.29,68,17,462,47,319,35,314,56,0.65,0.22,0.0,FWD,ARS,6.0
True,True,,,208706,0,0,0,0,0,0,3,2.4,,0,Bruno,0.0,452,False,,,70,208706.jpg,5.3,False,Guimarães Rodriguez Moura,10.3,False,,a,1,3,154,0,0,0,0,0.0,22.0,Bruno G.,,,,,False,p208706,2456,9,7,6,37,0,0,0,6,0,0,22,681,782.4,756.7,488.0,202.9,0,0,0,0,27,5.59,4.96,10.55,31.99,6.0,,2.0,,3.0,,[],,32,9,18,17,45,27,20,16,0.2,0.0,0.18,0.38,1.17,1.36,24,15,530,229,7,3,53,19,0.99,0.22,0.0,MID,ARS,7.0
True,True,,,439509,0,0,0,0,0,0,3,2.3,,0,Christos,0.0,557,False,,,65,439509.jpg,0.0,False,Tzolis,4.0,False,,a,1,3,0,0,0,0,0,0.0,0.0,Tzolis,,83.0,2026-07-23,2002-01-30,False,p439509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,554,243,554,243,554,243,554,243,0.0,0.0,0.0,0.0,0.0,0.0,44,31,517,219,554,243,215,70,0.0,0.0,0.0,MID,ARS,6.5
True,True,,,98980,0,0,0,0,0,0,1,2.6,,0,Emiliano,0.0,28,False,,,50,98980.jpg,3.8,False,Martínez Romero,5.0,False,,a,2,7,120,0,0,0,0,0.0,24.0,Martinez,,,,,False,p98980,2835,0,1,7,39,0,1,0,2,0,95,11,530,769.8,23.2,0.0,79.2,0,0,0,0,32,0.0,0.08,0.08,42.92,,,,,,,[],,34,10,319,4,479,48,175,10,0.0,3.02,0.0,0.0,1.36,1.24,220,7,198,45,69,7,84,13,1.02,0.22,0.0,GK,AVL,5.0
True,True,,,72147,0,0,0,0,0,0,1,2.0,,0,Marco,0.0,29,False,,,45,72147.jpg,2.3,False,Bizot,0.1,False,,a,2,7,16,0,0,0,0,0.0,3.6,M.Bizot,,,,,False,p72147,585,0,0,1,10,0,0,0,2,0,19,0,75,139.2,0.0,0.0,13.9,0,0,0,0,6,0.0,0.0,0.0,11.02,,,,,,,[],,283,21,436,35,419,26,323,21,0.0,2.92,0.0,0.0,1.7,1.54,371,20,70,22,253,25,400,46,0.92,0.15,0.0,GK,AVL,4.5
True,False,0.0,,101188,0,0,0,0,0,0,2,1.7,,0,Lucas,0.0,30,False,Has joined Paris Saint-Germain permanently,2026-08-10T14:03:30.089007Z,45,101188.jpg,3.1,False,Digne,0.8,False,,u,2,7,97,0,0,0,0,0.0,21.6,Digne,,,,,False,p101188,1842,0,7,7,23,0,0,0,3,0,0,5,381,400.2,455.5,130.0,98.5,0,0,0,0,21,0.67,3.28,3.95,27.79,4.0,,,,,,[],,153,63,60,11,206,56,134,43,0.03,0.0,0.16,0.19,1.36,1.12,376,77,75,51,154,61,170,64,1.03,0.34,0.0,DEF,AVL,4.5
True,True,,,199798,0,0,0,0,0,0,2,1.7,,0,Ezri,0.0,31,False,,,45,199798.jpg,2.9,False,Konsa Ngoyo,16.0,False,,a,2,7,100,0,0,0,0,0.0,22.2,Konsa,,,,,False,p199798,3035,0,1,9,44,0,0,0,0,1,0,3,497,601.4,108.3,124.0,84.0,0,0,0,0,34,1.27,0.59,1.86,48.93,,,,,,,[],,76,31,233,72,210,58,165,58,0.04,0.0,0.02,0.06,1.45,1.3,401,91,100,65,180,74,19,6,1.01,0.27,0.0,DEF,AVL,4.5
True,True,,,199796,0,0,0,0,0,0,2,1.7,,0,Matty,0.0,32,False,,,45,199796.jpg,3.3,False,Cash,8.2,False,,a,2,7,117,0,0,0,0,0.0,26.0,Cash,,,,,False,p199796,3016,3,3,8,38,0,0,0,9,0,0,7,450,643.0,510.7,221.0,137.5,0,0,0,0,34,1.14,2.94,4.08,45.45,5.0,,,,,,[],,65,29,49,6,136,28,67,13,0.03,0.0,0.09,0.12,1.36,1.13,400,90,99,64,125,48,52,19,1.01,0.24,0.0,DEF,AVL,4.5
True,True,,,149484,0,0,0,0,0,0,2,1.7,,0,Tyrone,0.0,33,False,,,45,149484.jpg,2.9,False,Mings,0.3,False,,a,2,7,50,0,0,0,0,0.0,11.1,Mings,,,,,False,p149484,1322,0,1,3,23,0,0,0,1,0,0,4,169,282.6,80.5,105.0,46.8,0,0,0,0,15,1.3,0.42,1.72,23.37,,,,,,,[],,212,81,256,85,226,68,255,81,0.09,0.0,0.03,0.12,1.59,1.57,388,81,87,55,178,73,357,125,1.02,0.2,0.0,DEF,AVL,4.5
True,True,,,244954,0,0,0,0,0,0,2,1.7,,0,Pau,0.0,34,False,,,45,244954.jpg,3.0,False,Torres,0.3,False,,a,2,7,64,0,0,0,0,0.0,14.2,Pau,,,,,False,p244954,1673,0,2,5,19,1,0,0,1,0,0,2,280,321.8,47.1,79.0,45.1,0,0,0,0,18,1.33,0.39,1.72,22.81,,,,,,,[],,193,74,290,99,251,79,260,85,0.07,0.0,0.02,0.09,1.23,1.02,425,110,124,84,167,70,329,115,0.97,0.27,0.0,DEF,AVL,4.5
True,True,,,515597,0,0,0,0,0,0,3,1.5,,0,Lamare,0.0,35,False,,,50,515597.jpg,1.4,False,Bogarde,0.1,False,,a,2,7,40,0,0,0,0,0.0,8.0,Bogarde,,,,,False,p515597,1042,0,0,2,17,0,0,0,5,0,0,4,121,133.0,59.4,14.0,20.6,0,0,0,0,11,0.0,0.2,0.2,15.38,,,,,,,[],,288,133,277,152,322,164,309,147,0.0,0.0,0.02,0.02,1.33,1.47,335,196,313,90,339,153,447,175,0.95,0.17,0.0,MID,AVL,5.0
True,True,,,441302,0,0,0,0,0,0,2,1.7,,0,Ian,0.0,36,False,,,45,441302.jpg,1.8,False,Maatsen,0.8,False,,a,2,7,54,0,0,0,0,0.0,12.0,Maatsen,,,,,False,p441302,1590,0,1,2,27,0,0,0,2,0,0,1,242,336.6,373.4,231.0,94.3,0,0,0,0,17,1.26,2.39,3.65,26.64,,,,,,,[],,180,71,90,21,130,25,142,47,0.07,0.0,0.14,0.21,1.51,1.53,430,115,129,89,299,111,243,86,0.96,0.11,0.0,DEF,AVL,4.5
True,True,,,184667,0,0,0,0,0,0,2,1.7,,0,Victor,0.0,37,False,,,45,184667.jpg,1.7,False,Lindelöf,0.2,False,,a,2,7,29,0,0,0,0,0.0,6.4,Lindelöf,,,,,False,p184667,942,0,1,1,15,0,0,0,0,0,0,0,124,167.8,36.6,22.0,22.7,0,0,0,0,11,0.28,0.1,0.38,15.93,,,,,,,[],,262,99,302,103,307,106,307,106,0.03,0.0,0.01,0.04,1.52,1.43,397,87,96,61,311,114,375,133,1.05,0.1,0.0,DEF,AVL,4.5
True,True,,,606798,0,0,0,0,0,0,2,1.0,,0,Andrés,0.0,38,False,,,40,606798.jpg,0.8,False,García,1.6,False,,a,2,7,5,0,0,0,0,0.0,1.2,A.García,,,,,False,p606798,83,0,0,0,3,0,0,0,0,0,0,0,12,17.8,3.2,2.0,2.3,0,0,0,0,1,0.0,0.01,0.01,2.74,,,,,,,[],,360,125,359,126,348,126,369,128,0.0,0.0,0.01,0.01,2.97,3.25,554,180,63,43,395,132,161,61,1.08,0.0,0.0,DEF,AVL,4.0
True,True,,,578545,0,0,0,0,0,0,2,1.0,,0,Kosta,0.0,39,False,,,40,578545.jpg,0.0,False,Nedeljkovic,0.7,False,,a,2,7,0,0,0,0,0,0.0,0.0,Nedeljkovic,,,,,False,p578545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,,,,,[],,445,167,431,167,413,164,447,167,0.0,0.0,0.0,0.0,0.0,0.0,552,179,61,42,450,167,272,99,0.0,0.0,0.0,DEF,AVL,4.0
True,True,,,195546,0,0,0,0,0,0,3,2.1,,0,Emiliano,0.0,41,False,,,60,195546.jpg,2.8,False,Buendía Stati,1.1,False,,a,2,7,102,0,0,0,0,0.0,17.0,Buendía,,,,,False,p195546,1753,6,2,3,24,0,0,0,6,0,0,10,382,427.0,402.1,398.0,121.4,0,0,0,0,21,3.38,2.23,5.61,28.03,,,1.0,,1.0,,[],,144,55,77,58,67,40,87,51,0.17,0.0,0.11,0.28,1.44,1.23,65,43,459,178,199,75,216,71,1.08,0.15,0.0,MID,AVL,6.0
True,True,,,215711,0,0,0,0,0,0,3,2.0,,0,Leon,0.0,44,False,,,55,215711.jpg,1.6,False,Bailey,0.1,False,,a,2,7,21,0,0,0,0,0.0,3.8,Bailey,,,,,False,p215711,450,0,2,0,9,0,0,0,1,0,0,0,69,71.2,160.4,69.0,30.1,0,0,0,0,3,0.5,1.46,1.96,7.03,,,,,,,[],,319,145,192,125,263,139,288,139,0.1,0.0,0.29,0.39,1.41,1.8,138,86,375,129,325,143,412,156,0.6,0.0,0.0,MID,AVL,5.5
True,True,,,122806,0,0,0,0,0,0,3,2.0,,0,John,0.0,45,False,,,55,122806.jpg,3.4,False,McGinn,3.0,False,,a,2,7,103,0,0,0,0,0.0,18.7,McGinn,,,,,False,p122806,2136,5,4,8,28,0,0,0,5,0,0,6,443,459.8,605.3,309.0,137.3,0,0,0,0,28,3.0,4.11,7.11,33.08,6.0,,,,,,[],,127,46,33,32,96,61,68,43,0.13,0.0,0.17,0.3,1.39,1.18,116,76,353,119,114,44,110,36,1.18,0.34,0.0,MID,AVL,5.5
True,True,,,88894,0,0,0,0,0,0,3,1.5,,0,Ross,0.0,46,False,,,50,88894.jpg,2.7,False,Barkley,0.2,False,,a,2,7,56,0,0,0,0,0.0,11.2,Barkley,,,,,False,p88894,844,3,2,1,15,0,0,0,1,0,0,5,221,227.8,162.3,191.0,58.1,0,0,0,0,7,1.58,1.26,2.84,13.2,,,,,,,[],,234,104,187,123,161,86,226,115,0.17,0.0,0.13,0.3,1.41,1.6,217,134,195,28,204,78,381,142,0.75,0.11,0.0,MID,AVL,5.0
True,True,100.0,,226944,0,0,0,0,0,0,3,1.1,,0,Boubacar,0.0,47,False,,2026-07-23T12:01:23.337269Z,50,226944.jpg,3.4,False,Kamara,0.2,False,,a,2,7,61,0,0,0,0,0.0,12.2,Kamara,,,,,False,p226944,1410,1,3,5,15,0,0,0,5,0,0,7,282,325.0,241.3,75.0,64.2,0,0,0,0,17,0.53,0.84,1.36,20.8,,,,,,,[],https://www.avfc.co.uk/news/2026/may/14/prematch-team-news-for-liverpool-clash/?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_term=injuries&utm_content=club-injury-article,190,81,141,97,253,135,212,108,0.03,0.0,0.05,0.08,1.33,0.96,267,159,245,53,111,43,482,193,1.09,0.32,0.0,MID,AVL,5.0
