element,web_name,pos,start_price,total_points,avg_price,team,appearances,q_starts,ppg_start,ppg_sd
574,Udogie,DEF,4.5,29,4.352631578947369,Spurs,20,13,1.6923076923076923,1.797434068545834
575,Van de Ven,DEF,4.5,116,4.573684210526316,Spurs,35,33,3.5757575757575757,4.918271438157306
576,Phillips,DEF,4.0,0,4.0,Spurs,0,0,,
577,Takai,DEF,4.0,0,4.0,Spurs,0,0,,
578,Vuskovic,DEF,4.0,0,3.9078947368421053,Spurs,0,0,,
579,Son,MID,8.5,0,8.5,Spurs,0,0,,
581,Maddison,MID,7.0,3,6.834210526315789,Spurs,3,0,,
582,Kudus,MID,6.5,75,6.484210526315789,Spurs,19,17,4.294117647058823,3.235828832817663
583,Kulusevski,MID,6.5,0,6.407894736842105,Spurs,0,0,,
584,Tel,MID,6.5,78,6.247368421052632,Spurs,31,12,4.25,3.194455423784382
585,Bentancur,MID,5.5,86,5.3,Spurs,26,21,3.9047619047619047,2.4678890150240123
586,Bergvall,MID,5.5,49,5.305263157894737,Spurs,23,9,3.6666666666666665,3.0
587,Bissouma,MID,5.5,17,5.221052631578948,Spurs,11,5,2.6,1.140175425099138
588,Odobert,MID,5.5,46,5.318421052631579,Spurs,24,8,3.0,2.0701966780270626
589,Solomon,MID,5.5,0,5.405263157894737,Spurs,0,0,,
590,Bryan,MID,5.0,0,4.905263157894737,Spurs,0,0,,
591,Gray,MID,5.0,61,4.826315789473684,Spurs,24,15,3.6,2.8233718443429607
592,Moore,MID,5.0,0,5.0,Spurs,0,0,,
593,P.M.Sarr,MID,5.0,71,4.673684210526316,Spurs,26,13,3.6923076923076925,2.3232382351872345
594,Min-hyeok,MID,4.5,0,4.5,Spurs,0,0,,
595,Olusesi,MID,4.5,1,4.342105263157895,Spurs,1,0,,
596,Solanke,FWD,7.5,40,7.207894736842105,Spurs,15,10,3.5,3.3747427885527643
597,Richarlison,FWD,6.5,119,6.436842105263158,Spurs,32,19,4.947368421052632,3.407078973916355
598,Lankshear,FWD,4.5,0,4.5,Spurs,0,0,,
599,Scarlett,FWD,4.5,2,4.331578947368421,Spurs,2,0,,
673,J.Palhinha,MID,5.5,126,5.5,Spurs,33,21,4.9523809523809526,3.308718641350311
717,Xavi,MID,7.0,80,6.602857142857142,Spurs,28,18,4.055555555555555,3.4551278553379214
726,Kolo Muani,FWD,7.0,52,6.908571428571429,Spurs,30,17,2.1176470588235294,1.3173056280328643
745,Byfield,DEF,4.0,1,4.0,Spurs,1,0,,
750,Rowswell,DEF,4.0,1,4.0,Spurs,1,0,,
751,Akhamrich,MID,4.5,0,4.5,Spurs,0,0,,
790,Williams-Barnett,MID,4.5,0,4.5,Spurs,0,0,,
796,Gallagher,MID,5.5,44,5.223529411764706,Spurs,16,13,3.1538461538461537,2.2673829938997163
804,Souza,DEF,4.0,3,4.0,Spurs,4,0,,
811,Kyerematen,MID,4.5,0,4.5,Spurs,0,0,,
818,Wilson,FWD,4.5,0,4.5,Spurs,0,0,,
326,Adama,MID,5.5,25,5.171052631578947,Fulham,24,2,2.0,0.0
600,Areola,GK,4.5,51,4.302631578947368,West Ham,20,20,2.55,1.6375527311718607
601,Foderingham,GK,4.0,0,4.0,West Ham,0,0,,
602,Hegyi,GK,4.0,0,3.9263157894736844,West Ham,0,0,,
603,Diouf,DEF,4.5,104,4.173684210526316,West Ham,32,30,3.4,2.7742659793426316
604,Emerson,DEF,4.5,0,4.405263157894737,West Ham,0,0,,
605,Kilman,DEF,4.5,36,4.236842105263158,West Ham,21,17,1.9411764705882353,1.675954512930397
606,Mavropanos,DEF,4.5,122,4.418421052631579,West Ham,31,27,4.37037037037037,4.243983507436853
607,N.Aguerd,DEF,4.5,3,4.407894736842105,West Ham,2,2,1.5,0.7071067811865476
608,Scarles,DEF,4.5,21,4.342105263157895,West Ham,13,7,2.5714285714285716,1.5118578920369088
609,Todibo,DEF,4.5,46,4.321052631578947,West Ham,23,19,2.3157894736842106,2.2124052165246004
610,Wan-Bissaka,DEF,4.5,67,4.2,West Ham,25,23,2.8260869565217392,2.5163496995204544
611,Casey,DEF,4.0,0,4.0,West Ham,0,0,,
612,L.Paquetá,MID,6.0,69,5.902631578947369,West Ham,18,18,3.8333333333333335,3.7924072752245994
613,Souček,MID,6.0,103,5.723684210526316,West Ham,35,23,3.391304347826087,2.3498381072820282
615,Summerville,MID,5.5,110,5.51578947368421,West Ham,31,28,3.607142857142857,3.0712439959305873
616,Álvarez,MID,5.0,0,4.905263157894737,West Ham,0,0,,
617,Cornet,MID,5.0,0,4.905263157894737,West Ham,0,0,,
618,G.Rodriguez,MID,5.0,8,4.826315789473684,West Ham,6,2,2.0,0.0
619,L.Guilherme,MID,5.0,5,4.907894736842105,West Ham,5,0,,
620,Earthy,MID,4.5,1,4.5,West Ham,1,0,,
621,Irving,MID,4.5,9,4.352631578947369,West Ham,7,2,2.0,0.0
622,Orford,MID,4.5,0,4.407894736842105,West Ham,0,0,,
623,Potts,MID,4.5,37,4.3921052631578945,West Ham,22,10,2.6,1.07496769977314
624,Bowen,FWD,8.0,187,7.673684210526316,West Ham,38,38,4.921052631578948,3.5365396046889437
625,Füllkrug,FWD,6.0,12,5.647368421052631,West Ham,8,4,2.0,0.0
626,Marshall,FWD,4.5,2,4.342105263157895,West Ham,2,0,,
659,Walker-Peters,DEF,4.5,53,4.273684210526316,West Ham,23,14,2.7857142857142856,2.2592909516916153
671,Wilson,FWD,6.0,80,5.828947368421053,West Ham,32,8,3.0,1.927248223318863
679,Hermansen,GK,4.5,76,4.302631578947368,West Ham,18,18,4.222222222222222,3.422341055571989
708,M.Fernandes,MID,5.5,135,5.5,West Ham,36,34,3.764705882352941,2.42535625036333
718,S.Magassa,MID,5.0,42,5.0,West Ham,22,9,3.4444444444444446,3.126943839882286
738,Fabianski,GK,4.5,0,4.5,West Ham,0,0,,
747,Mayers,DEF,4.0,6,4.0,West Ham,6,0,,
752,Golambeckis,DEF,4.0,0,4.0,West Ham,0,0,,
758,Mohamadou Kanté,MID,4.5,9,4.5,West Ham,11,0,,
785,Pablo,FWD,5.5,26,5.447368421052632,West Ham,14,9,2.3333333333333335,1.0
791,Taty,FWD,5.5,61,5.5,West Ham,18,17,3.5294117647058822,2.9815609808207753
802,Lamadrid,MID,5.0,0,5.0,West Ham,0,0,,
815,Disasi,DEF,4.5,49,4.5,West Ham,14,14,3.5,3.0064034224404312
825,Herrick,GK,4.0,0,4.0,West Ham,0,0,,
627,Johnstone,GK,4.5,21,4.444736842105263,Wolves,12,12,1.75,1.1381803659589922
628,José Sá,GK,4.5,68,4.281578947368422,Wolves,23,23,2.9565217391304346,2.976854057398747
629,Bentley,GK,4.0,6,3.944736842105263,Wolves,3,3,2.0,0.0
631,Agbadou,DEF,4.5,23,4.294736842105263,Wolves,14,11,2.1818181818181817,1.4012980994907414
632,Doherty,DEF,4.5,14,4.410526315789474,Wolves,11,8,1.625,1.685018016012207
633,H.Bueno,DEF,4.5,83,4.352631578947369,Wolves,35,24,3.0833333333333335,2.8729119701803945
634,Mosquera,DEF,4.5,61,4.33421052631579,Wolves,27,24,2.5833333333333335,2.5693285650851116
635,R.Gomes,DEF,4.5,48,4.428947368421053,Wolves,22,7,2.4285714285714284,1.618347187425374
636,S.Bueno,DEF,4.5,92,4.410526315789474,Wolves,29,28,3.25,2.9138875648763016
637,Toti,DEF,4.5,41,4.271052631578947,Wolves,19,15,2.7333333333333334,1.9073791542572855
638,Hoever,DEF,4.0,10,3.8631578947368417,Wolves,8,4,1.5,1.7320508075688772
639,Meupiyou,DEF,4.0,0,4.0,Wolves,0,0,,
640,Pedro Lima,DEF,4.0,10,4.0,Wolves,9,2,1.5,0.7071067811865476
641,Pond,DEF,4.0,0,3.913157894736842,Wolves,0,0,,
642,Hee Chan,MID,6.0,54,5.697368421052632,Wolves,26,15,2.8666666666666667,2.799659843283687
643,André,MID,5.5,96,5.307894736842106,Wolves,35,30,3.033333333333333,2.075860159620308
644,Bellegarde,MID,5.5,44,5.2,Wolves,26,12,2.1666666666666665,1.1146408580454255
645,Fer López,MID,5.5,12,5.205263157894737,Wolves,9,1,2.0,
646,J.Gomes,MID,5.5,107,5.33421052631579,Wolves,35,31,3.3225806451612905,2.385890424617101
647,Guedes,MID,5.5,0,5.5,Wolves,0,0,,
648,Munetsi,MID,5.5,38,5.3578947368421055,Wolves,13,9,4.0,1.9364916731037085
649,B.Traore,MID,5.0,0,5.0,Wolves,0,0,,
650,Chirewa,MID,4.5,2,4.336842105263158,Wolves,2,0,,
651,Edozie,MID,4.5,8,4.339473684210526,Wolves,3,0,,
652,Gonzalez,MID,4.5,0,4.344736842105263,Wolves,0,0,,
653,Hodge,MID,4.5,0,4.5,Wolves,0,0,,
655,Fábio Silva,FWD,5.0,0,4.905263157894737,Wolves,0,0,,
656,Kalajdžić,FWD,5.0,1,4.905263157894737,Wolves,1,0,,
657,Chiwome,FWD,4.5,0,4.418421052631579,Wolves,0,0,,
658,Fraser,FWD,4.5,0,4.292105263157895,Wolves,0,0,,
663,J.Arias,MID,5.5,45,5.026315789473684,Wolves,23,10,3.2,2.3475755815545347
682,Møller Wolfe,DEF,4.5,35,4.307894736842106,Wolves,22,10,2.0,1.5634719199411433
695,Tchatchoua,DEF,4.5,52,4.445945945945946,Wolves,31,17,2.5294117647058822,1.9402850002906638
709,Krejčí,DEF,4.5,68,4.5,Wolves,28,27,2.4814814814814814,2.6511299531501713
720,Tolu,FWD,5.5,66,5.388571428571429,Wolves,33,14,2.4285714285714284,1.9100658753958324
749,Mané,FWD,4.5,74,4.467857142857143,Wolves,27,18,3.4444444444444446,3.3645596202041803
766,Olagunju,DEF,4.0,0,4.0,Wolves,0,0,,
767,Rawlings,MID,4.5,0,4.5,Wolves,0,0,,
777,Ojinnaka,MID,4.5,0,4.5,Wolves,0,0,,
778,Sutherland,MID,4.5,0,4.5,Wolves,0,0,,
809,Abbey,MID,4.5,1,4.5,Wolves,1,0,,
816,Angel,MID,5.0,16,4.785714285714286,Wolves,12,4,2.25,0.5
817,Armstrong,FWD,5.5,39,5.314285714285715,Wolves,14,13,2.923076923076923,1.6052797503622467
828,Brooks,GK,4.0,0,4.0,Wolves,0,0,,
831,Gracey,GK,4.0,0,4.0,Wolves,0,0,,
